"","mu","sigma","prejudice","own","out","third","step"
"173",0.55,0.1,0.05,0.144949021743107,0.00304121169077006,NA,0
"174",0.55,0.1,0.05,1.40656902174302,0.0530068116907705,NA,10000
"175",0.55,0.1,0.1,0.220380480801731,-0.0706309665784784,NA,0
"176",0.55,0.1,0.1,1.68728688080161,-0.940664566578439,NA,10000
"177",0.55,0.1,0.2,0.404087109000414,-0.222994051631436,NA,0
"178",0.55,0.1,0.2,2.12331990900025,-1.70192845163131,NA,10000
"179",0.55,0.1,0.4,1.38026771614653,-0.73013340117558,NA,0
"180",0.55,0.1,0.4,3.32653971614631,-2.59544540117538,NA,10000
"181",0.55,0.2,0,0.0686356722032815,0.102713245784221,NA,0
"182",0.55,0.2,0,0.682646072203265,0.923564445784184,NA,10000
"183",0.55,0.2,0.05,0.221361864912186,-0.0128293546003367,NA,0
"184",0.55,0.2,0.05,1.4067882649121,-0.136669354600337,NA,10000
"185",0.55,0.2,0.1,0.333251350980733,-0.0985105165438488,NA,0
"186",0.55,0.2,0.1,1.74939215098062,-0.896106516543814,NA,10000
"187",0.55,0.2,0.2,0.572671769663809,-0.322294865479224,NA,0
"188",0.55,0.2,0.2,2.22704136966365,-1.74838926547911,NA,10000
"189",0.55,0.2,0.4,1.41487448335843,-0.9268262466253,NA,0
"190",0.55,0.2,0.4,3.32540568335822,-2.74166704662512,NA,10000
"191",0.55,0.4,0,0.169326908362763,0.116674464115975,NA,0
"192",0.55,0.4,0,0.650770108362741,0.413855264115964,NA,10000
"193",0.55,0.4,0.05,0.318441517874489,0.000203425314147423,NA,0
"194",0.55,0.4,0.05,1.10657831787444,0.0444450253141457,NA,10000
"195",0.55,0.4,0.1,0.413013882102855,-0.16452159284651,NA,0
"196",0.55,0.4,0.1,1.41440908210278,-0.669531192846486,NA,10000
"197",0.55,0.4,0.2,0.732855346512729,-0.39966791880002,NA,0
"198",0.55,0.4,0.2,2.11595854651261,-1.30325191879996,NA,10000
"199",0.55,0.4,0.4,1.21342945192037,-0.995326130798932,NA,0
"200",0.55,0.4,0.4,2.9357838519202,-2.55120933079879,NA,10000
"201",0.6,0.01,0,0.134679858304191,0.135125893211472,NA,0
"202",0.6,0.01,0,1.4089566583041,1.40629069321138,NA,10000
"203",0.6,0.01,0.05,0.206486198182565,0.0666621435670155,NA,0
"204",0.6,0.01,0.05,1.69257579818244,0.959826143566975,NA,10000
"205",0.6,0.01,0.1,0.283030403369598,-0.000255082045328641,NA,0
"206",0.6,0.01,0.1,1.91239040336945,-0.0132542820453286,NA,10000
"207",0.6,0.01,0.2,0.464263732387818,-0.135225475724147,NA,0
"208",0.6,0.01,0.2,2.27461733238762,-1.40959107572406,NA,10000
"209",0.6,0.01,0.4,2.13236914720769,-0.46362155838415,NA,0
"210",0.6,0.01,0.4,4.12983394720747,-2.27144795838396,NA,10000
"211",0.6,0.05,0,0.139475191912103,0.138974851252517,NA,0
"212",0.6,0.05,0,1.42075279191201,1.42004285125243,NA,10000
"213",0.6,0.05,0.05,0.205113797256278,0.069645116247605,NA,0
"214",0.6,0.05,0.05,1.67885219725616,0.975286716247563,NA,10000
"215",0.6,0.05,0.1,0.286707449017089,-0.00142066999815432,NA,0
"216",0.6,0.05,0.1,1.91211464901694,-0.0315798699981543,NA,10000
"217",0.6,0.05,0.2,0.471191092303626,-0.135196530361976,NA,0
"218",0.6,0.05,0.2,2.27836389230344,-1.39975733036189,NA,10000
"219",0.6,0.05,0.4,1.84297789229724,-0.473362110547443,NA,0
"220",0.6,0.05,0.4,3.82686269229702,-2.28194531054725,NA,10000
"221",0.6,0.1,0,0.13665679009524,0.146063272449774,NA,0
"222",0.6,0.1,0,1.36302559009515,1.40963207244968,NA,10000
"223",0.6,0.1,0.05,0.222516186666465,0.0686843370121728,NA,0
"224",0.6,0.1,0.05,1.70655778666634,0.925165937012136,NA,10000
"225",0.6,0.1,0.1,0.298010929983421,-0.000507122538257749,NA,0
"226",0.6,0.1,0.1,1.90612532998327,-0.0145183225382578,NA,10000
"227",0.6,0.1,0.2,0.530546745404602,-0.140194935093656,NA,0
"228",0.6,0.1,0.2,2.32803474540442,-1.38563893509357,NA,10000
"229",0.6,0.1,0.4,1.72781355685956,-0.545622134040883,NA,0
"230",0.6,0.1,0.4,3.69927035685934,-2.3451933340407,NA,10000
"231",0.6,0.2,0,0.200175643504526,0.217412079837061,NA,0
"232",0.6,0.2,0,1.36076124350445,1.38235607983698,NA,10000
"233",0.6,0.2,0.05,0.344749039037199,0.0885115962888962,NA,0
"234",0.6,0.2,0.05,1.77283143903708,0.768460396288874,NA,10000
"235",0.6,0.2,0.1,0.421562514230495,-0.00463003824662473,NA,0
"236",0.6,0.2,0.1,1.96737851423036,-0.0455900382466247,NA,10000
"237",0.6,0.2,0.2,0.758365115740194,-0.204297407922187,NA,0
"238",0.6,0.2,0.2,2.51718831574002,-1.3986430079221,NA,10000
"239",0.6,0.2,0.4,1.5962254656217,-0.706412477945201,NA,0
"240",0.6,0.2,0.4,3.52854626562149,-2.44980927794503,NA,10000
"241",0.6,0.4,0,0.26302294981671,0.319550367303034,NA,0
"242",0.6,0.4,0,0.944690149816671,1.16034476730298,NA,10000
"243",0.6,0.4,0.05,0.419333592615981,0.0579755416434198,NA,0
"244",0.6,0.4,0.05,1.43557119261591,0.270061941643411,NA,10000
"245",0.6,0.4,0.1,0.496076374306275,-0.0190097349505291,NA,0
"246",0.6,0.4,0.1,1.60335237430619,-0.0420033349505283,NA,10000
"247",0.6,0.4,0.2,0.843669407066578,-0.300202999575706,NA,0
"248",0.6,0.4,0.2,2.31725180706645,-1.10396379957566,NA,10000
"249",0.6,0.4,0.4,1.4188540947977,-0.87983487473098,NA,0
"250",0.6,0.4,0.4,3.22330209479752,-2.35283007473085,NA,10000
