"","sim","mu","sigma","prejudice","startOwnMu","startOwnSD","startOutMu","startOutSD","endOwnMu","endOwnSD","endOutMu","endtOutSD"
"1",11,0.1,0.01,0,0.100439542846445,0.0102129634982955,0.100113794877233,0.00954734699317533,0.000354845251929584,4.58980318357024e-05,0.000353114232162763,4.41228297104277e-05
"2",11,0.1,0.01,0.05,0.14972184024537,0.00984687254275277,0.050152285737067,0.010122733103075,0.000650714095292919,6.39242885986402e-05,0.000147539798192135,3.26551715426063e-05
"3",11,0.1,0.01,0.1,0.200005252182515,0.00991669261307508,0.00416894671668149,0.00539242135171346,0.00111106478633122,9.78422337227058e-05,1.06401231614537e-05,1.38862057116582e-05
"4",11,0.1,0.01,0.2,0.299816034759242,0.00998978366321608,0.000558704668970157,0,0.00325921307092223,0.000269855474742898,1.40341902534803e-06,8.56053288250947e-08
"5",11,0.1,0.01,0.4,0.500053490102596,0.0102383388682869,0.000558704668970157,0,0.508469676556214,0.0266738803528605,1.40231198247952e-06,8.45187771408787e-08
"6",11,0.1,0.05,0,0.100836754406642,0.0495967259249749,0.0999091308888698,0.0475400453807206,0.000369539907070986,0.000200580965149919,0.000360882868980205,0.000190478200462613
"7",11,0.1,0.05,0.05,0.149949934341238,0.049133360160522,0.0535712590679985,0.0426062851039266,0.000667181097210176,0.000257244426798188,0.000165356668138679,0.000138368614532108
"8",11,0.1,0.05,0.1,0.2015223373089,0.0487800510003149,0.0192505914734421,0.0284329406684678,0.00115162833094858,0.000353955950998207,5.37139390463308e-05,8.18928744541577e-05
"9",11,0.1,0.05,0.2,0.298964299308414,0.0504540391963586,0.00103352604857232,0.00438084893975647,0.00329168806226906,0.00082580759534765,2.66019332316951e-06,1.19197891805801e-05
"10",11,0.1,0.05,0.4,0.500227240925728,0.0492729488001754,0.000558704668970157,0,0.504455390051837,0.0533484317999419,1.39906700223929e-06,8.38524833950613e-08
"11",11,0.1,0.1,0,0.106156211491423,0.0859338563286828,0.105464568210682,0.088978628642052,0.000424313428171993,0.000387134838744785,0.000422822603370367,0.000402645290187983
"12",11,0.1,0.1,0.05,0.149589859100716,0.0972397380289395,0.0668048421077747,0.0725934899887842,0.000725752474444461,0.000563948741123567,0.000229695788194731,0.000270602758102848
"13",11,0.1,0.1,0.1,0.196206363857986,0.100656859992795,0.0415154672042046,0.0597821491307331,0.00118915435790106,0.000761433838472214,0.000130991075370809,0.000200992130489138
"14",11,0.1,0.1,0.2,0.305791755698458,0.104442775829472,0.00844990457517582,0.0266645558622373,0.00396830246228345,0.00202259896858967,2.35295359356326e-05,7.86742090922742e-05
"15",11,0.1,0.1,0.4,0.498744935173022,0.100937334801588,0.000747058728500535,0.00307849628076155,0.484265232722157,0.124071369574737,1.91410071765626e-06,8.35888010561441e-06
"16",11,0.1,0.2,0,0.142666942138539,0.148997235471514,0.139544110028806,0.144116006315739,0.000812615956656877,0.00111272209573095,0.000762815758002514,0.00107753284958895
"17",11,0.1,0.2,0.05,0.176260820755138,0.16074588948844,0.102911941265993,0.133625622892704,0.00118481239658606,0.00144360153958091,0.000487552311806806,0.000787503188543388
"18",11,0.1,0.2,0.1,0.216851999267817,0.169609839344964,0.076071103261171,0.109718296557515,0.00184294948037479,0.00216420864589717,0.000312340879270119,0.000525932090420842
"19",11,0.1,0.2,0.2,0.306498372634599,0.187574541425245,0.0363484227202577,0.0797073815449767,0.00544493690626286,0.00607567594770052,0.000129554886878354,0.000327297022617311
"20",11,0.1,0.2,0.4,0.50272955034287,0.20000710216209,0.00523742198022376,0.0276976915861822,0.533880684918078,0.20494903092171,1.59315533487675e-05,9.60189497937885e-05
"21",11,0.1,0.4,0,0.207975656504898,0.259593107205468,0.206389214685859,0.255544604002824,0.0142704595735647,0.0936165689688333,0.0131429240965429,0.091245792748989
"22",11,0.1,0.4,0.05,0.23670134461508,0.267334522086529,0.176254249111276,0.242747372889198,0.0214069013877668,0.121684176981769,0.014162670470585,0.102322577650381
