"","sim","TL","TGS","prejudice","startOwnMu","startOwnSD","startOutMu","startOutSD","startThirdMu","startThirdSD","endOwnMu","endOwnSD","endOutMu","endtOutSD","endThirdMu","endThirdSD"
"1",31,0.5,0.2,0,0.50150240996939,0.0959741238031762,0.503894002286092,0.0996902302822654,0.497395917493619,0.0988719981997894,0.505783396776395,0.098464674667596,0.542842017172187,0.102037497954892,0.480830787232573,0.099772937164492
"2",31,0.5,0.2,0.05,0.552461280913096,0.100341987179271,0.447865799448145,0.103415970931309,0.472185095711185,0.105633210101193,0.896478413479255,0.066602357914315,0.0869080026186487,0.0523156607955081,0.469827553654496,0.113511046572407
"3",31,0.5,0.2,0.1,0.604496195264591,0.0984194858609057,0.398495720153572,0.101347199253749,0.439983421153723,0.129683717361489,0.963164336207377,0.0363926723726818,0.0258187481249031,0.0193331981043262,0.428978143639442,0.14996250923967
"4",31,0.5,0.2,0.2,0.703662392297642,0.102143040013136,0.299569637206418,0.0977370684520875,0.385712986885402,0.19065510146218,0.990384644503615,0.0125741750680539,0.00532598624744593,0.00389597322424708,0.380724857475462,0.22101361101806
"5",31,0.5,0.2,0.4,0.893366536065409,0.0836940745486475,0.110598920457709,0.0852011552991584,0.279537606122976,0.337221217273054,0.998376347971946,0.00318861160363017,0.000637216108720261,0.000727248255721397,0.288521929185005,0.35960514251582
"6",31,0.5,0.35,0,0.503377981644424,0.100138450429506,0.500044243174819,0.100911812693307,0.497525898858363,0.0997849215456622,0.533011396880172,0.104461796930441,0.499451898321364,0.101421356199032,0.502407977366639,0.102851867694616
"7",31,0.5,0.35,0.05,0.549444693009084,0.101861932694606,0.443687430617935,0.100416999020866,0.485786696692887,0.111420363212392,0.847070214031737,0.083593420154363,0.113071749741382,0.0678830783334573,0.487676385289795,0.136474349310509
"8",31,0.5,0.35,0.1,0.604034211370057,0.100988152768458,0.399690382195182,0.103914352467513,0.470126298103371,0.136168166382071,0.953106536949197,0.0386908425397902,0.0436175643605299,0.0354555087736749,0.501615496200822,0.184237883551541
"9",31,0.5,0.35,0.2,0.700117914748843,0.102303281689097,0.301777110841431,0.0993492520780766,0.44122097939521,0.217218123846395,0.988845264042216,0.0115603431898495,0.0100243904340281,0.00972377600694378,0.485876026789001,0.285921113080337
"10",31,0.5,0.35,0.4,0.893719653344714,0.0869019072481958,0.107763490956236,0.0843388632778076,0.391423722518925,0.385856161699935,0.998397116068734,0.00256649286234551,0.00113651644086746,0.00163367389615797,0.421607930253829,0.424013005017208
"11",31,0.5,0.5,0,0.498706500233022,0.100353927976909,0.490787098778271,0.101311698155321,0.500529637534932,0.0987151667027909,0.470733955193939,0.102910968481738,0.407347092099209,0.101627709414293,0.453297332175359,0.100126543048681
"12",31,0.5,0.5,0.05,0.553063970957284,0.103155804215964,0.450102386827549,0.103613773088406,0.497394973793603,0.110814647778258,0.857142188703326,0.074402356945089,0.219823671928064,0.114289988398212,0.624401363488698,0.14916631595228
"13",31,0.5,0.5,0.1,0.597310023495675,0.0967698915867869,0.400250436587306,0.101480636221678,0.505463791206142,0.140998501998913,0.952352883822116,0.0283174978179186,0.113290501100766,0.0867996647267392,0.679872690400263,0.21998988488002
"14",31,0.5,0.5,0.2,0.701890369783447,0.100924202117549,0.299879254221346,0.103065594004366,0.489582241942697,0.221675230981458,0.989691915506667,0.00805169649967009,0.0247915346515634,0.0255719723310795,0.616694945761274,0.314475167006591
"15",31,0.5,0.5,0.4,0.890748243453927,0.0877991312431728,0.108405623751718,0.0884053246806126,0.518535421810386,0.400035511161463,0.998690803635835,0.00158963037194326,0.00469521807075518,0.00723153922402814,0.573519479156871,0.44394563800335
"16",31,0.5,0.65,0,0.50254471411998,0.104762967396011,0.504659025327988,0.097786300335991,0.506839231914604,0.101170842473621,0.57501216425119,0.127129287633575,0.59173791398114,0.0991330259741926,0.599550411356291,0.110975754516294
"17",31,0.5,0.65,0.05,0.546063683525487,0.0997654423799864,0.449889924325318,0.101119529989646,0.516825604140083,0.109108337043209,0.872936140645657,0.0527479409252854,0.395634325199293,0.151040712869766,0.79431491912833,0.134001812029235
"18",31,0.5,0.65,0.1,0.601954999292069,0.0972770413629866,0.401381948141775,0.0999060229948668,0.527219601869158,0.138545094723925,0.966227406921441,0.0164453349457438,0.287551210674732,0.177919096386756,0.850655140116635,0.159604874379986
"19",31,0.5,0.65,0.2,0.699786701771578,0.100301199024474,0.299483555490722,0.0962601738481711,0.55833864209636,0.212594322574687,0.992387129391171,0.00445911694513652,0.147164004367681,0.123066912182143,0.812155562696184,0.249801905819682
"20",31,0.5,0.65,0.4,0.892299660809646,0.0862565287032565,0.112070262334153,0.0846210617566722,0.613458143000822,0.385290902202368,0.999059762377329,0.000969879341691195,0.036379010838165,0.0444552378507848,0.692273644748553,0.416632155470585
"21",31,0.5,0.8,0,0.49823530638647,0.0990352185115416,0.502939638858735,0.101440488523363,0.501762666666338,0.10030486384193,0.5002188176739,0.131665069817726,0.530785141464218,0.10574819659548,0.521264403606674,0.122810787849946
"22",31,0.5,0.8,0.05,0.554935848040465,0.0984335507868513,0.457285490415077,0.0992067996140377,0.528231215483004,0.106006241444265,0.935451120059205,0.0266126208723369,0.700978389031136,0.149218356364856,0.955541341401931,0.0458175556256531
"23",31,0.5,0.8,0.1,0.599466374582981,0.0974983111909383,0.40438565750399,0.104499413158505,0.554279186703349,0.129453530093289,0.976331048482176,0.0101144640495627,0.607048126912112,0.221814632333456,0.964184290949752,0.0558725773751874
"24",31,0.5,0.8,0.2,0.698919555097137,0.101524659853877,0.299610676499686,0.0986950287365195,0.615612625467027,0.191048599059274,0.994728897875085,0.00269767422430387,0.53320460256844,0.267975801298939,0.961951761434246,0.0826425881200269
"25",31,0.5,0.8,0.4,0.89139490712011,0.0860627917331412,0.105646878453075,0.0874687929936063,0.733692903700277,0.325793444614003,0.9992783415652,0.00067230700176678,0.155060804968312,0.153658905287354,0.839292286930494,0.327792974663765
"26",31,0.6,0.2,0,0.497375332778493,0.10001856161377,0.495539833970183,0.100521764864772,0.604194375187153,0.105890076157767,0.626478480609632,0.116152807682177,0.603591595002965,0.114422854100344,0.710160049082405,0.0928338577112078
"27",31,0.6,0.2,0.05,0.546164982532934,0.0996581207472216,0.451811785196359,0.102277281749046,0.573945784109933,0.107976274584494,0.919235746250102,0.0372594146435423,0.169004928001585,0.119741289346713,0.665162734850233,0.11370370934368
"28",31,0.6,0.2,0.1,0.602342428052136,0.0981156454354015,0.398285044099005,0.100287192561517,0.541050997834689,0.124462702419334,0.976471552523213,0.0151557847369018,0.0373919037523354,0.038939596430495,0.59040586806676,0.144785532849164
