"","sim","mu","sigma","prejudice","startOwnMu","startOwnSD","startOutMu","startOutSD","endOwnMu","endOwnSD","endOutMu","endtOutSD"
"1",31,0.1,0.01,0,0.100356597523152,0.009958446121106,0.100028812963095,0.0100607319355357,0.000354595475962261,4.4810048056503e-05,0.000352137332832772,4.56010038107727e-05
"2",31,0.1,0.01,0.05,0.150004271233279,0.00979100918621929,0.0495606660571696,0.00993059354325508,0.000651888260479019,6.59592077266754e-05,0.00014587110307683,3.23991216486198e-05
"3",31,0.1,0.01,0.1,0.199581997526411,0.00953134241064113,0.00426445065976634,0.00562287254694592,0.00110635960707767,0.000100342731863488,1.09419034749417e-05,1.46311559518694e-05
"4",31,0.1,0.01,0.2,0.299852415231225,0.00986460647490656,0.000558704668970157,0,0.00325309886075412,0.00027192310113661,1.39884440772568e-06,8.21877005696977e-08
"5",31,0.1,0.01,0.4,0.500323716370267,0.0104414609535578,0.000558704668970157,0,0.514586712640771,0.0239393383046182,1.40032698518069e-06,8.80057828366942e-08
"6",31,0.1,0.05,0,0.101917092574662,0.0466541238446201,0.0992502232603145,0.0493637439868944,0.00037243688865911,0.000189916992178575,0.000359611575005636,0.000198241446492779
"7",31,0.1,0.05,0.05,0.153002034595854,0.0518320893525116,0.0574910324155894,0.045091383166379,0.000698021097419929,0.000281339527800397,0.000179515590161753,0.000148887411058829
"8",31,0.1,0.05,0.1,0.198356766885461,0.0489688012275461,0.0204312304904628,0.028669648021267,0.0011181150783862,0.000350561380248858,5.66863995377976e-05,8.12854090847601e-05
"9",31,0.1,0.05,0.2,0.298489503783247,0.0514068251415467,0.000850089311580714,0.00281837449780833,0.00329235377817219,0.000853268587333506,2.16301983628278e-06,7.4915460501865e-06
"10",31,0.1,0.05,0.4,0.501507789863742,0.0483458673005437,0.000558704668970157,0,0.528530392292128,0.0559132786437914,1.39999222731584e-06,8.22614869155912e-08
"11",31,0.1,0.1,0,0.110055562851388,0.0842970405792094,0.103829973773576,0.0864890130693109,0.000443770553725299,0.00038627799171026,0.000410667091987699,0.000386041189061588
"12",31,0.1,0.1,0.05,0.158258918887079,0.0925536295650352,0.0692861523513624,0.0731219130321712,0.000783682528121,0.000549264138747272,0.000239694478847997,0.000275000144128244
"13",31,0.1,0.1,0.1,0.204194488828271,0.101503210689845,0.0383652696536921,0.0572379313099449,0.00128386620726811,0.000810031794917397,0.000120673682310987,0.000192242073262396
"14",31,0.1,0.1,0.2,0.296792354058143,0.0995822269430412,0.00861765903125761,0.0264178549088901,0.00347783914263878,0.00169338651564853,2.42574869715927e-05,7.84991012756535e-05
"15",31,0.1,0.1,0.4,0.502167228657253,0.0959258948178677,0.000558704668970157,0,0.532152407322065,0.0978888691329531,1.40487401827743e-06,8.26874668531e-08
"16",31,0.1,0.2,0,0.141360673790629,0.150838347563727,0.130534065122175,0.141490298230808,0.00080855509843193,0.00116693889690541,0.000683094959141575,0.000930154358880565
"17",31,0.1,0.2,0.05,0.188824424645741,0.16695960154677,0.10225323293918,0.131963563818453,0.00143128443932745,0.00225984640709344,0.000483298421183588,0.000789040844938277
"18",31,0.1,0.2,0.1,0.214276606291703,0.173421350794403,0.0818985683064416,0.116722057506098,0.00184133467038756,0.00219113548066607,0.000346839964944966,0.000578886996308801
"19",31,0.1,0.2,0.2,0.313168670412221,0.187453036849687,0.0429448863057882,0.0830630378104495,0.00605966907830984,0.00714377733987126,0.000151840807922696,0.000334367046681115
"20",31,0.1,0.2,0.4,0.495685003341112,0.201392118376155,0.00484814179833247,0.022216443828116,0.44776679090921,0.202197039716804,1.37734687194592e-05,6.64143069008315e-05
"21",31,0.1,0.4,0,0.21126510997403,0.264119262402714,0.22668613600192,0.262169933062141,0.0157976280658177,0.10179497884592,0.0167548317643945,0.102852673199206
"22",31,0.1,0.4,0.05,0.236402888343121,0.264531331935979,0.178186544176926,0.242138491025701,0.014701795590792,0.093105759386122,0.0137162852098997,0.0981970114494021
"23",31,0.1,0.4,0.1,0.272848728012941,0.279717535721808,0.158889534641426,0.230759568704527,0.0275425037709972,0.134344692826101,0.00913366438217621,0.0797757587657387
"24",31,0.1,0.4,0.2,0.328407739934928,0.301780806475452,0.119645479656238,0.193123513679451,0.0561065376922785,0.182212819294343,0.00182370617211146,0.0277576350359501
"25",31,0.1,0.4,0.4,0.491130321621293,0.32420351101218,0.0598910243319162,0.140952599319852,0.451077620590476,0.323815157000164,0.000373487265938619,0.00172649419339237
"26",31,0.3,0.01,0,0.299820460567493,0.00971748741934902,0.300015246223563,0.0100307195094363,0.00326832811573755,0.000269411579096121,0.00325420140147533,0.00026910448852105
"27",31,0.3,0.01,0.05,0.350037543471735,0.00971961488241659,0.249657422142501,0.00953715411769823,0.00625399106812091,0.000510100951813985,0.00186860345138262,0.000151528820995652
"28",31,0.3,0.01,0.1,0.400034967454085,0.00969504128814811,0.200057459055185,0.0103437792469584,0.0144132760027115,0.00120263261059747,0.00111223205517627,0.000103723423498998
"29",31,0.3,0.01,0.2,0.500173961844475,0.0103469130710434,0.100242986216096,0.0100224569904671,0.503750607598796,0.0236664613711547,0.000353333357495131,4.51812565540367e-05
"30",31,0.3,0.01,0.4,0.699990842813612,0.0096419920058866,0.000558704668970157,0,0.996733155914054,0.000271561385219894,1.39933668321822e-06,8.27597123669365e-08
"31",31,0.3,0.05,0,0.298866967449287,0.0498941806625511,0.299622577690521,0.0492919298009889,0.00330256767827812,0.000828038067709525,0.00333048502090585,0.000832607320974561
"32",31,0.3,0.05,0.05,0.348483700120382,0.0502852227725534,0.249189646598119,0.04891181481072,0.00627100875371624,0.00143797100875384,0.00189573899427491,0.000507271008178682
"33",31,0.3,0.05,0.1,0.399231414561757,0.0495006091170469,0.199346086807995,0.0503290111801209,0.0147563958903282,0.00324661184591947,0.00112728418090309,0.000360008252126808
"34",31,0.3,0.05,0.2,0.502308653529948,0.0492327147568225,0.101722037869798,0.0486160867624653,0.541696388214327,0.0540914313527958,0.000372155017761759,0.000196683711949565
"35",31,0.3,0.05,0.4,0.698315879816825,0.0505638274249987,0.00110171574031464,0.00396816509219083,0.996581245523402,0.000865065394475448,2.76715482425819e-06,9.88826341076781e-06
"36",31,0.3,0.1,0,0.302599185219606,0.0998419153494308,0.295318186646591,0.10042847593412,0.00373355400501292,0.00181232238230525,0.0034406015045413,0.00167090058830453
"37",31,0.3,0.1,0.05,0.348064837996984,0.0995763469658272,0.25295648140162,0.10035650382998,0.0067899941374074,0.0030646190129046,0.00212949384896671,0.00114893924610492
"38",31,0.3,0.1,0.1,0.397993916931995,0.101155793004699,0.205008308781048,0.0974241157834147,0.0160983394528071,0.00753729066977907,0.00128391805200648,0.000764808798362377
