"","sim","TL","TGS","prejudice","startOwnMu","startOwnSD","startOutMu","startOutSD","startThirdMu","startThirdSD","endOwnMu","endOwnSD","endOutMu","endtOutSD","endThirdMu","endThirdSD"
"1",91,0.5,0.2,0,0.500336925160484,0.101909012665941,0.49869033439416,0.103038917598821,0.502366815119298,0.101672588619076,0.506782852491705,0.106329312937906,0.48017626486266,0.104455544628523,0.502074941979445,0.102760551129891
"2",91,0.5,0.2,0.05,0.546220101598875,0.0984476344765478,0.452320718001697,0.0996669748283492,0.467771802010332,0.11118178500518,0.868710186768794,0.0822176321203583,0.094479121959228,0.0514720180914942,0.448951078964044,0.11760351654626
"3",91,0.5,0.2,0.1,0.6016041471918,0.0989735609388877,0.395706117266714,0.100455249976913,0.440189388611978,0.125241523467351,0.961067301039099,0.0394543316014146,0.0241993302073648,0.0183547647543011,0.422392019057892,0.142219433399737
"4",91,0.5,0.2,0.2,0.697886411424651,0.101459567698264,0.295497427552163,0.104258433868039,0.37588555042431,0.188188955909348,0.990392943856765,0.0122270443946171,0.0049135078260877,0.00369481991749096,0.370309960673313,0.215794865255975
"5",91,0.5,0.2,0.4,0.88863999190129,0.0910790358250577,0.108221632815289,0.0856442645566156,0.260201684002713,0.325870819906355,0.998252894424827,0.00371764362891204,0.000558831982468142,0.00056694918230025,0.26591586390803,0.34473164163973
"6",91,0.5,0.35,0,0.503483659445642,0.101395715434254,0.505528269000852,0.0945028891678239,0.500835310319284,0.098287424578687,0.553453735362859,0.102805080868728,0.577257466766482,0.0944103951996196,0.539747522716062,0.100099757653959
"7",91,0.5,0.35,0.05,0.549114791577532,0.104256614297379,0.448970777885126,0.100892826225386,0.484865991426598,0.112834772286198,0.857522876662443,0.0774019961370559,0.129336369387713,0.0776875689612448,0.513873526148543,0.140584860128827
"8",91,0.5,0.35,0.1,0.601931405170724,0.102664511738943,0.401109000537664,0.10140253177232,0.460118016824396,0.138856716217884,0.950169501363742,0.0431937475654604,0.0393710421600565,0.0301560345354482,0.47547347487228,0.184792407897515
"9",91,0.5,0.35,0.2,0.702845167048684,0.098000754154326,0.297916696435477,0.10410612759997,0.444640300053478,0.217048535549656,0.988674582626952,0.0111155174830117,0.0103096737845169,0.00968909874221717,0.496685719975308,0.292913142679176
"10",91,0.5,0.35,0.4,0.890686781416666,0.0856007759170493,0.103609117309935,0.0855937820690479,0.378960406971222,0.381439354206097,0.998300778710518,0.00269715337626075,0.000919201113312997,0.00125943770450135,0.403168046534679,0.417529505697761
"11",91,0.5,0.5,0,0.502762133423741,0.0953548882794788,0.496397029677556,0.100914298148465,0.499847897282926,0.0996570388585344,0.512672383639713,0.101167593586677,0.455823926061874,0.101150292084978,0.475592973672213,0.102425101602197
"12",91,0.5,0.5,0.05,0.54666505363282,0.101306122383314,0.451223013977085,0.098956108113037,0.499822273940019,0.113676728180494,0.842665113245501,0.0717717167963331,0.210857686575577,0.10762969987939,0.602833130679298,0.157068401986085
"13",91,0.5,0.5,0.1,0.597446658324856,0.09397216999334,0.397649034780606,0.103142339589022,0.496589512754851,0.143929562014924,0.947199550277525,0.0328546687321558,0.0852639316977997,0.0672087061688448,0.62359320812992,0.219964936082962
"14",91,0.5,0.5,0.2,0.693429767583008,0.10130670857896,0.304208753348933,0.0987609668042557,0.496776534122637,0.219860904064014,0.988831648457541,0.00883733458085478,0.0309940148754632,0.0312593954589361,0.63385395111372,0.314324393574855
"15",91,0.5,0.5,0.4,0.890120737462288,0.0852591477389286,0.108284477357347,0.0871315050224724,0.506967463019436,0.402526134062439,0.998649633617064,0.00172183301090716,0.0055252070701558,0.00825864399067171,0.562822531564584,0.446698185261752
"16",91,0.5,0.65,0,0.501511087469577,0.0987315323718429,0.493543020661404,0.0974481200919818,0.500089746505898,0.101070426803298,0.486271273646512,0.100644160210692,0.435157842962869,0.0977493116282667,0.445856732845408,0.101906706577344
"17",91,0.5,0.65,0.05,0.54949867028802,0.100031488777036,0.452872768032153,0.0994358814653197,0.514214479934888,0.109717910510312,0.88312749735411,0.0493026634812116,0.389281472795714,0.156444742009437,0.790353688535648,0.13049918400672
"18",91,0.5,0.65,0.1,0.599181670814702,0.0978416815369071,0.399415146317774,0.099969381833763,0.53167911563543,0.141551631654333,0.964901530545356,0.0176101404637257,0.297808582776232,0.181603440778314,0.855041909573239,0.161405411918579
"19",91,0.5,0.65,0.2,0.698366132066204,0.103767826485635,0.296327480886772,0.101006402527705,0.562814379366503,0.21570759917024,0.992217107166081,0.00478520181312017,0.15666101298232,0.128891011284589,0.81725277135616,0.248187309721515
"20",91,0.5,0.65,0.4,0.892643612828284,0.0851775458476807,0.109617186006537,0.0869544906878567,0.617236366073844,0.383481061003489,0.999007220254609,0.00107085902488929,0.0326640942352998,0.0416600573269747,0.696170716650879,0.416093895039189
"21",91,0.5,0.8,0,0.49823920781933,0.0974350818421017,0.501775890815587,0.10102224080318,0.502439706743259,0.101998161129793,0.494538528974249,0.0981690374515512,0.512139718202626,0.103767197454163,0.499081253717325,0.106614246417785
"22",91,0.5,0.8,0.05,0.550218782191054,0.104178958076799,0.442138660431835,0.0984742212749223,0.527876711185968,0.110336618552013,0.916305836920445,0.035410372880602,0.581837481864211,0.163596248894193,0.922304680662074,0.0840914086152703
"23",91,0.5,0.8,0.1,0.603289363920407,0.102682915971136,0.405922379321408,0.0967164489171383,0.562702381118972,0.126959184644253,0.980482045105924,0.00938933013431376,0.716091505936066,0.202606121926202,0.982112898776358,0.0320194393971869
"24",91,0.5,0.8,0.2,0.699220652201704,0.0997416828678837,0.302862002791249,0.0934473957538461,0.62059041475855,0.184672820002331,0.994890289167333,0.00256035153513706,0.579742791938831,0.270314981407515,0.97046781850601,0.0752089300111431
"25",91,0.5,0.8,0.4,0.894914516680123,0.0842324399483498,0.106962121473976,0.0859093675168355,0.721854523858101,0.331524484329164,0.999311188056495,0.000652406849720465,0.148657021897906,0.145874022601849,0.828605158278949,0.334610478627726
"26",91,0.6,0.2,0,0.499160089712269,0.102587605553829,0.499457894887442,0.0993725438951198,0.60159012374941,0.0980372387203322,0.638271503514859,0.12723192100992,0.648796693814506,0.102293782563524,0.70643390189392,0.0879561021220739
"27",91,0.6,0.2,0.05,0.554051599916967,0.100526475284881,0.450553058034064,0.0985154239667274,0.573053931588937,0.102239847548984,0.935290223661957,0.0311648834002549,0.159818452522315,0.114563970223574,0.667557710409643,0.105531606582913
"28",91,0.6,0.2,0.1,0.600632813242973,0.0955585927063322,0.404286191736843,0.101679491467906,0.536503149512276,0.128134715753674,0.975202525491685,0.0178389005032061,0.0385310048215593,0.0363379008056958,0.572555548723999,0.148431223120814
