"","sim","TL","TGS","prejudice","startOwnMu","startOwnSD","startOutMu","startOutSD","startThirdMu","startThirdSD","endOwnMu","endOwnSD","endOutMu","endtOutSD","endThirdMu","endThirdSD"
"1",71,0.5,0.2,0,0.496568108368501,0.100513534385096,0.494677838673969,0.101506814170148,0.502660202793871,0.103290437031537,0.451857029510206,0.107534272827334,0.430581268170147,0.103256606435341,0.482734241123449,0.104105824275226
"2",71,0.5,0.2,0.05,0.548761930398027,0.0998396076309507,0.450332782740547,0.101147020351728,0.46961471684232,0.110645542205448,0.879567476556119,0.0808271509442249,0.0877517829852192,0.047554811801099,0.44481225433954,0.11615605003928
"3",71,0.5,0.2,0.1,0.59363995266661,0.102958416023594,0.40197507702217,0.10080478965902,0.440386248979783,0.127036051531628,0.95506629697241,0.0436556295201041,0.0266783820485678,0.0187554061523341,0.419863119542873,0.142626114704502
"4",71,0.5,0.2,0.2,0.697176831426845,0.0985240297766756,0.30092227027468,0.09895117452312,0.384670945591914,0.191923300053563,0.989813699163679,0.0121101909858966,0.00559630684065721,0.00437587944482521,0.384205998723728,0.224067994474876
"5",71,0.5,0.2,0.4,0.895735121406337,0.0835915305733852,0.111192016343442,0.0870977954527496,0.268087388512382,0.327995543047617,0.998626604012012,0.00281280625380794,0.000588782753792781,0.000633524113962239,0.276218270407221,0.347221508502163
"6",71,0.5,0.35,0,0.496210567456171,0.0999990078736223,0.490174370533845,0.100627615072352,0.497251487096462,0.100500528436347,0.435608823602921,0.101058769048901,0.377482372628528,0.0973795878185888,0.441985512231413,0.100952446397333
"7",71,0.5,0.35,0.05,0.55025669767781,0.10061450975551,0.455566003356931,0.0971301170143618,0.486852498934503,0.110848195068322,0.860155430443961,0.0755502965860774,0.159301699768601,0.0794276070114203,0.52701535126216,0.136011776842363
"8",71,0.5,0.35,0.1,0.596455020657512,0.0981338113048514,0.398698890260278,0.103109521444869,0.468878931120006,0.135768176828947,0.947487586057997,0.0429002468578252,0.0401012432648942,0.0313211154260432,0.48720991079431,0.18169412570987
"9",71,0.5,0.35,0.2,0.696521985597287,0.103384534808309,0.301210569686884,0.100799211969136,0.439553959798575,0.221275998553835,0.987842924487436,0.0126686600948282,0.00970247158416582,0.00943370070152063,0.478510913046326,0.292219481260125
"10",71,0.5,0.35,0.4,0.895216256794047,0.086013398731869,0.108808352495456,0.0874158195411292,0.389274733455729,0.384790153621856,0.998647847015575,0.00208104575185343,0.00103878904514273,0.00137930782577087,0.416262227932312,0.420579125620527
"11",71,0.5,0.5,0,0.506465505505795,0.10190582087969,0.499302448567229,0.0982717437455001,0.499315190862864,0.0992998958305828,0.569651482392458,0.109761713985324,0.50563954860652,0.10029744799274,0.537449707145034,0.101635751734904
"12",71,0.5,0.5,0.05,0.551942762493268,0.100866366487631,0.454656224964493,0.100935746479452,0.502447772179232,0.110202865738242,0.868515784175965,0.0653059803488467,0.241521268427644,0.118347688481038,0.637704606329662,0.137534447556728
"13",71,0.5,0.5,0.1,0.602718646289473,0.0996224635970509,0.400733773500374,0.0964847025627772,0.50314727897143,0.143245607519351,0.956289996090073,0.027527012367719,0.111303014146717,0.0867265357883562,0.679566537259132,0.213873483705578
"14",71,0.5,0.5,0.2,0.698669269644152,0.100804441705929,0.299053447926342,0.100617868297158,0.506722932600349,0.222935383809174,0.989647796560031,0.00797601692820218,0.0328575558613817,0.0340130291256322,0.649300522443902,0.31758754817363
"15",71,0.5,0.5,0.4,0.89250532393934,0.0837583935726457,0.108959391417002,0.0848424187463028,0.496607138196435,0.403362304472726,0.998609986180394,0.00173566424634569,0.00449285525803956,0.00647413291378345,0.549028305792173,0.44677026860632
"16",71,0.5,0.65,0,0.503189634051676,0.102855696087999,0.497979227208536,0.102465450466677,0.499149176221399,0.0975944055145851,0.525933923737699,0.104636963118893,0.489614665379759,0.102488201767432,0.511767853434461,0.100709238297356
"17",71,0.5,0.65,0.05,0.552099389308618,0.101217450644006,0.446190783272378,0.0995061160701731,0.51870697605626,0.109885181581116,0.892804306108186,0.0480271306030447,0.39404905008331,0.159919742990122,0.813704146192041,0.122775453514471
"18",71,0.5,0.65,0.1,0.602610413506844,0.101563507638507,0.401689723328756,0.101445748522021,0.534013549963386,0.136497448180997,0.968141353651618,0.0165641221051242,0.298158751485301,0.185895231140249,0.858834491267515,0.149604528906001
"19",71,0.5,0.65,0.2,0.705755566070611,0.101132684477052,0.295596460809055,0.0982877137399466,0.558039695710781,0.216607903474651,0.992746235928121,0.00435738355782736,0.161339466872157,0.129851918864201,0.819533786896726,0.249476906403213
"20",71,0.5,0.65,0.4,0.889479907131592,0.088081022105835,0.106439193966065,0.0854348214216478,0.628232388723048,0.381499792969722,0.99891931593746,0.00122636529401407,0.0348691016919684,0.0435402367722737,0.709753579338,0.415068899487944
"21",71,0.5,0.8,0,0.499015491675129,0.0965063262729288,0.502853825688877,0.10123335637022,0.497563092568092,0.0962056144617141,0.478059375012482,0.106806263055325,0.500902938986587,0.104795363438612,0.477839653476791,0.103307589273377
